accountnumber,b2bcnt2y,model2score,sbfecardcount
a3P4u0000055h1BEAQ,0.0,669,-99.0
a3P4u0000055h1GEAQ,0.0,699,-99.0
a3P4u0000055h1QEAQ,0.0,782,2.0
a3P4u0000055h1aEAA,1.0,713,-99.0
a3P4u0000055h1kEAA,0.0,646,-99.0
a3P4u0000055h1zEAA,-99999.0,222,-99.0
a3P4u0000055h24EAA,0.0,641,2.0
a3P4u0000055h29EAA,1.0,614,1.0
a3P4u0000055h2uEAA,0.0,676,-99.0
a3P4u0000055h34EAA,0.0,686,-99.0
a3P4u0000055h39EAA,1.0,776,1.0
a3P4u0000055h3EEAQ,1.0,616,1.0
a3P4u0000055h3JEAQ,8.0,603,2.0
a3P4u0000055h3OEAQ,0.0,772,-99.0
a3P4u0000055h3TEAQ,0.0,669,-99.0
a3P4u0000055h3dEAA,0.0,651,-99.0
a3P4u0000055h3sEAA,2.0,506,2.0
a3P4u0000055h3xEAA,-99999.0,222,-99.0
a3P4u0000055h4WEAQ,0.0,707,-99.0
a3P4u0000055h4bEAA,0.0,699,-99.0
a3P4u0000055h4qEAA,0.0,696,-99.0
a3P4u0000055h50EAA,0.0,576,1.0
a3P4u0000055h68EAA,2.0,705,3.0
a3P4u0000055h6DEAQ,0.0,738,-99.0
a3P4u0000055h6XEAQ,0.0,681,-99.0
a3P4u0000055h6hEAA,0.0,678,-99.0
a3P4u0000055h6rEAA,0.0,694,-99.0
a3P4u0000055h71EAA,-99999.0,222,-99.0
a3P4u0000055h76EAA,1.0,673,-99.0
a3P4u0000055h7BEAQ,2.0,715,1.0
a3P4u0000055h7GEAQ,0.0,704,0.0
a3P4u0000055h7QEAQ,1.0,588,-99.0
a3P4u0000055h7fEAA,0.0,699,-99.0
a3P4u0000055h7kEAA,0.0,589,-99.0
a3P4u0000055h7pEAA,1.0,633,1.0
a3P4u0000055h7uEAA,0.0,699,-99.0
a3P4u0000055h7zEAA,-99999.0,222,-99.0
a3P4u0000055h89EAA,0.0,706,2.0
a3P4u0000055h8EEAQ,2.0,707,-99.0
a3P4u0000055h8JEAQ,0.0,692,-99.0
a3P4u0000055h8TEAQ,0.0,690,-99.0
a3P4u0000055h8sEAA,1.0,693,-99.0
a3P4u0000055h8xEAA,0.0,660,3.0
a3P4u0000055h97EAA,0.0,708,-99.0
a3P4u0000055h9MEAQ,0.0,739,-99.0
a3P4u0000055h9REAQ,0.0,783,2.0
a3P4u0000055h9bEAA,0.0,744,-99.0
a3P4u0000055h9gEAA,0.0,665,-99.0
a3P4u0000055h9lEAA,-99999.0,222,-99.0
a3P4u0000055hAQEAY,0.0,746,-99.0
a3P4u0000055hAVEAY,0.0,675,-99.0
a3P4u0000055hAfEAI,0.0,655,1.0
a3P4u0000055hAkEAI,6.0,593,17.0
a3P4u0000055hApEAI,0.0,644,-99.0
a3P4u0000055hAuEAI,-99999.0,222,-99.0
a3P4u0000055hAzEAI,1.0,710,-99.0
a3P4u0000055hB4EAI,0.0,647,-99.0
a3P4u0000055hBTEAY,1.0,677,-99.0
a3P4u0000055hBYEAY,0.0,728,-99.0
a3P4u0000055hBiEAI,1.0,533,1.0
a3P4u0000055hBsEAI,0.0,728,-99.0
a3P4u0000055hBxEAI,0.0,682,-99.0
a3P4u0000055hC2EAI,0.0,700,-99.0
a3P4u0000055hCKEAY,0.0,727,-99.0
a3P4u0000055hCUEAY,0.0,659,-99.0
a3P4u0000055hCZEAY,2.0,644,1.0
a3P4u0000055hCeEAI,0.0,687,-99.0
a3P4u0000055hCjEAI,0.0,686,-99.0
a3P4u0000055hDYEAY,1.0,731,-99.0
a3P4u0000055hDiEAI,0.0,728,1.0
a3P4u0000055hDsEAI,0.0,667,1.0
a3P4u0000055hDxEAI,1.0,671,-99.0
a3P4u0000055hE7EAI,0.0,762,2.0
a3P4u0000055hECEAY,0.0,711,-99.0
a3P4u0000055hEHEAY,-99999.0,222,-99.0
a3P4u0000055hEMEAY,0.0,751,10.0
a3P4u0000055hEREAY,0.0,756,-99.0
a3P4u0000055hEWEAY,0.0,705,1.0
a3P4u0000055hEgEAI,-99999.0,222,-99.0
a3P4u0000055hEqEAI,0.0,598,2.0
a3P4u0000055hEvEAI,-99999.0,222,-99.0
a3P4u0000055hF0EAI,0.0,756,1.0
a3P4u0000055hF5EAI,1.0,565,5.0
a3P4u0000055hFAEAY,0.0,627,1.0
a3P4u0000055hFFEAY,0.0,692,-99.0
a3P4u0000055hFKEAY,1.0,683,0.0
a3P4u0000055hFUEAY,2.0,563,2.0
a3P4u0000055hFZEAY,0.0,729,1.0
a3P4u0000055hFeEAI,1.0,716,-99.0
a3P4u0000055hFjEAI,0.0,738,-99.0
a3P4u0000055hFoEAI,-99999.0,222,-99.0
a3P4u0000055hFtEAI,2.0,620,-99.0
a3P4u0000055hG3EAI,-99999.0,222,-99.0
a3P4u0000055hG8EAI,5.0,575,-99.0
a3P4u0000055hGDEAY,3.0,555,1.0
a3P4u0000055hGIEAY,0.0,719,-99.0
a3P4u0000055hGSEAY,0.0,713,1.0
a3P4u0000055hGXEAY,2.0,597,-99.0
a3P4u0000055hGcEAI,4.0,603,1.0
a3P4u0000055hGhEAI,0.0,702,-99.0
a3P4u0000055hGmEAI,2.0,719,1.0
a3P4u0000055hGrEAI,1.0,680,-99.0
a3P4u0000055hGwEAI,0.0,683,1.0
a3P4u0000055hH1EAI,2.0,554,2.0
a3P4u0000055hH6EAI,0.0,733,-99.0
a3P4u0000055hHfEAI,1.0,649,-99.0
a3P4u0000055hHkEAI,0.0,710,2.0
a3P4u0000055hHpEAI,1.0,592,-99.0
a3P4u0000055hHuEAI,0.0,700,-99.0
a3P4u0000055hHzEAI,0.0,640,-99.0
a3P4u0000055hI4EAI,-99999.0,222,-99.0
a3P4u0000055hIJEAY,0.0,768,-99.0
a3P4u0000055hITEAY,0.0,688,-99.0
a3P4u0000055hIYEAY,0.0,727,-99.0
a3P4u0000055hIdEAI,-99999.0,222,-99.0
a3P4u0000055hInEAI,2.0,554,-99.0
a3P4u0000055hIsEAI,-99999.0,222,-99.0
a3P4u0000055hIxEAI,0.0,715,0.0
a3P4u0000055hJ2EAI,-99999.0,611,1.0
a3P4u0000055hJ7EAI,0.0,665,1.0
a3P4u0000055hJHEAY,3.0,595,1.0
a3P4u0000055hJMEAY,1.0,550,1.0
a3P4u0000055hJREAY,0.0,644,1.0
a3P4u0000055hJWEAY,0.0,698,1.0
a3P4u0000055hJbEAI,0.0,686,2.0
a3P4u0000055hJgEAI,3.0,620,1.0
a3P4u0000055hJlEAI,-99999.0,222,-99.0
a3P4u0000055hJqEAI,0.0,727,-99.0
a3P4u0000055hJvEAI,1.0,529,7.0
a3P4u0000055hK0EAI,-99999.0,222,-99.0
a3P4u0000055hKAEAY,2.0,739,1.0
a3P4u0000055hKKEAY,-99999.0,222,-99.0
a3P4u0000055hKPEAY,0.0,658,-99.0
a3P4u0000055hKZEAY,0.0,706,-99.0
a3P4u0000055hKeEAI,-99999.0,222,-99.0
a3P4u0000055hKjEAI,0.0,728,2.0
a3P4u0000055hKtEAI,0.0,663,2.0
a3P4u0000055hKyEAI,0.0,675,0.0
a3P4u0000055hL3EAI,0.0,798,3.0
a3P4u0000055hLDEAY,0.0,706,1.0
a3P4u0000055hLSEAY,0.0,676,-99.0
a3P4u0000055hLXEAY,0.0,715,-99.0
a3P4u0000055hLcEAI,0.0,704,-99.0
a3P4u0000055hLhEAI,0.0,653,2.0
a3P4u0000055hLmEAI,2.0,586,-99.0
a3P4u0000055hLrEAI,1.0,652,2.0
a3P4u0000055hLwEAI,-99999.0,222,-99.0
a3P4u0000055hM6EAI,1.0,725,-99.0
a3P4u0000055hMBEAY,0.0,703,-99.0
a3P4u0000055hMGEAY,0.0,724,-99.0
a3P4u0000055hMLEAY,0.0,723,-99.0
a3P4u0000055hMQEAY,0.0,705,-99.0
a3P4u0000055hMaEAI,0.0,713,-99.0
a3P4u0000055hMkEAI,23.0,678,1.0
a3P4u0000055hMpEAI,0.0,712,-99.0
a3P4u0000055hMuEAI,1.0,638,-99.0
a3P4u0000055hMzEAI,0.0,640,-99.0
a3P4u0000055hN4EAI,0.0,710,-99.0
a3P4u0000055hN9EAI,1.0,696,-99.0
a3P4u0000055hNOEAY,4.0,712,7.0
a3P4u0000055hNTEAY,0.0,690,-99.0
a3P4u0000055hNYEAY,0.0,715,-99.0
a3P4u0000055hNdEAI,-99999.0,222,-99.0
a3P4u0000055hNiEAI,0.0,678,-99.0
a3P4u0000055hNnEAI,0.0,705,-99.0
a3P4u0000055hNsEAI,-99999.0,222,-99.0
a3P4u0000055hNxEAI,0.0,691,-99.0
a3P4u0000055hO7EAI,0.0,706,-99.0
a3P4u0000055hOMEAY,1.0,816,2.0
a3P4u0000055hObEAI,0.0,745,1.0
a3P4u0000055hOgEAI,0.0,700,-99.0
a3P4u0000055hOqEAI,-99999.0,222,-99.0
a3P4u0000055hP0EAI,0.0,647,-99.0
a3P4u0000055hP5EAI,1.0,628,-99.0
a3P4u0000055hPAEAY,-99999.0,222,-99.0
a3P4u0000055hPFEAY,1.0,591,-99.0
a3P4u0000055hPKEAY,0.0,728,-99.0
a3P4u0000055hPPEAY,1.0,625,-99.0
a3P4u0000055hPZEAY,0.0,714,-99.0
a3P4u0000055hPtEAI,0.0,689,-99.0
a3P4u0000055hPyEAI,1.0,766,6.0
a3P4u0000055hPfEAI,-99999.0,222,-99.0
a3P4u0000055hQ3EAI,0.0,727,-99.0
a3P4u0000055hQ8EAI,0.0,700,0.0
a3P4u0000055hQDEAY,0.0,719,-99.0
a3P4u0000055hQIEAY,-99999.0,687,2.0
a3P4u0000055hQNEAY,-99999.0,222,-99.0
a3P4u0000055hQSEAY,0.0,585,1.0
a3P4u0000055hQXEAY,1.0,736,-99.0
a3P4u0000055hQcEAI,0.0,804,7.0
a3P4u0000055hQhEAI,0.0,732,-99.0
a3P4u0000055hQmEAI,0.0,714,-99.0
a3P4u0000055hQwEAI,1.0,745,-99.0
a3P4u0000055hR1EAI,1.0,746,1.0
a3P4u0000055hR6EAI,0.0,623,1.0
a3P4u0000055hRBEAY,1.0,637,0.0
a3P4u0000055hRGEAY,0.0,742,2.0
a3P4u0000055hRLEAY,-99999.0,222,-99.0
a3P4u0000055hRQEAY,0.0,717,-99.0
a3P4u0000055hRVEAY,0.0,720,-99.0
a3P4u0000055hRaEAI,0.0,673,-99.0
a3P4u0000055hRfEAI,1.0,677,-99.0
a3P4u0000055hRkEAI,0.0,702,-99.0
a3P4u0000055hRpEAI,2.0,726,0.0
a3P4u0000055hRuEAI,1.0,672,-99.0
a3P4u0000055hRzEAI,1.0,670,1.0
a3P4u0000055hS4EAI,0.0,685,-99.0
a3P4u0000055hS9EAI,-99999.0,698,1.0
a3P4u0000055hSOEAY,0.0,717,-99.0
a3P4u0000055hSYEAY,0.0,632,-99.0
a3P4u0000055hSdEAI,0.0,683,-99.0
a3P4u0000055hSiEAI,1.0,775,1.0
a3P4u0000055hSnEAI,1.0,671,-99.0
a3P4u0000055hSsEAI,1.0,688,-99.0
a3P4u0000055hT7EAI,2.0,501,2.0
a3P4u0000055hTWEAY,0.0,652,-99.0
a3P4u0000055hTqEAI,0.0,766,1.0
a3P4u0000055hU0EAI,0.0,704,-99.0
a3P4u0000055hU5EAI,0.0,711,0.0
a3P4u0000055hUAEAY,0.0,715,-99.0
a3P4u0000055hUFEAY,-99999.0,222,-99.0
a3P4u0000055hUPEAY,0.0,679,-99.0
a3P4u0000055hUUEAY,0.0,696,-99.0
a3P4u0000055hUeEAI,0.0,724,7.0
a3P4u0000055hUjEAI,0.0,661,-99.0
a3P4u0000055hUoEAI,2.0,701,-99.0
a3P4u0000055hUyEAI,0.0,707,1.0
a3P4u0000055hV3EAI,0.0,574,2.0
a3P4u0000055hV8EAI,0.0,825,2.0
a3P4u0000055hVDEAY,0.0,732,-99.0
a3P4u0000055hVNEAY,0.0,687,-99.0
a3P4u0000055hVSEAY,2.0,626,2.0
a3P4u0000055hVXEAY,0.0,679,-99.0
a3P4u0000055hVcEAI,0.0,697,-99.0
a3P4u0000055hVhEAI,2.0,744,1.0
a3P4u0000055hVmEAI,0.0,747,1.0
a3P4u0000055hW1EAI,0.0,681,-99.0
a3P4u0000055hW6EAI,-99999.0,222,-99.0
a3P4u0000055hWGEAY,0.0,683,-99.0
a3P4u0000055hWLEAY,2.0,739,1.0
a3P4u0000055hWQEAY,0.0,708,-99.0
a3P4u0000055hWaEAI,0.0,683,1.0
a3P4u0000055hWpEAI,3.0,682,1.0
a3P4u0000055hX4EAI,2.0,686,-99.0
a3P4u0000055hX9EAI,1.0,579,-99.0
a3P4u0000055hXFEAY,0.0,789,0.0
a3P4u0000055hXJEAY,1.0,695,1.0
a3P4u0000055hXOEAY,0.0,586,-99.0
a3P4u0000055hXTEAY,0.0,685,-99.0
a3P4u0000055hXnEAI,0.0,677,1.0
a3P4u0000055hXxEAI,0.0,701,-99.0
a3P4u0000055hY2EAI,-99999.0,222,-99.0
a3P4u0000055hYeEAI,2.0,651,-99.0
a3P4u0000055hYjEAI,0.0,635,-99.0
a3P4u0000055hYoEAI,0.0,646,-99.0
a3P4u0000055hYtEAI,2.0,697,7.0
a3P4u0000055hYyEAI,1.0,658,-99.0
a3P4u0000055hZ3EAI,1.0,823,1.0
a3P4u0000055hZ8EAI,0.0,734,2.0
a3P4u0000055hZIEAY,0.0,662,1.0
a3P4u0000055hZXEAY,0.0,637,-99.0
a3P4u0000055hZmEAI,-99999.0,630,4.0
a3P4u0000055hZrEAI,1.0,686,3.0
a3P4u0000055ha1EAA,0.0,687,-99.0
a3P4u0000055ha6EAA,0.0,552,1.0
a3P4u0000055haBEAQ,-99999.0,222,-99.0
a3P4u0000055haQEAQ,0.0,714,-99.0
a3P4u0000055haVEAQ,1.0,557,1.0
a3P4u0000055hafEAA,1.0,501,1.0
a3P4u0000055hakEAA,1.0,731,-99.0
a3P4u0000055hapEAA,0.0,718,-99.0
a3P4u0000055hauEAA,0.0,689,-99.0
a3P4u0000055hb9EAA,1.0,731,1.0
a3P4u0000055hbEEAQ,2.0,658,2.0
a3P4u0000055hbJEAQ,0.0,734,-99.0
a3P4u0000055hbdEAA,-99999.0,222,-99.0
a3P4u0000055hbnEAA,0.0,718,-99.0
a3P4u0000055hc2EAA,-99999.0,222,-99.0
a3P4u0000055hc7EAA,0.0,698,-99.0
a3P4u0000055hcCEAQ,0.0,744,-99.0
a3P4u0000055hcgEAA,0.0,662,-99.0
a3P4u0000055hclEAA,0.0,716,-99.0
a3P4u0000055hcqEAA,-99999.0,222,-99.0
a3P4u0000055hd0EAA,0.0,699,-99.0
a3P4u0000055hd5EAA,1.0,718,-99.0
a3P4u0000055hdFEAQ,0.0,750,1.0
a3P4u0000055hdPEAQ,0.0,688,-99.0
a3P4u0000055hdUEAQ,-99999.0,222,-99.0
a3P4u0000055hdZEAQ,1.0,808,1.0
a3P4u0000055hdjEAA,0.0,762,-99.0
a3P4u0000055hdoEAA,0.0,728,1.0
a3P4u0000055hdtEAA,-99999.0,222,-99.0
a3P4u0000055he3EAA,-99999.0,222,-99.0
a3P4u0000055heDEAQ,0.0,678,1.0
a3P4u0000055heIEAQ,0.0,736,1.0
a3P4u0000055heNEAQ,0.0,714,-99.0
a3P4u0000055heSEAQ,0.0,728,-99.0
a3P4u0000055hecEAA,-99999.0,222,-99.0
a3P4u0000055hehEAA,0.0,501,1.0
a3P4u0000055herEAA,1.0,761,-99.0
a3P4u0000055hewEAA,0.0,707,-99.0
a3P4u0000055hf6EAA,0.0,724,2.0
a3P4u0000055hfBEAQ,0.0,691,-99.0
a3P4u0000055hfGEAQ,0.0,709,-99.0
a3P4u0000055hfLEAQ,0.0,722,-99.0
a3P4u0000055hfQEAQ,0.0,692,-99.0
a3P4u0000055hfaEAA,-99999.0,222,-99.0
a3P4u0000055hffEAA,0.0,700,-99.0
a3P4u0000055hfkEAA,3.0,604,1.0
a3P4u0000055hfpEAA,0.0,698,-99.0
a3P4u0000055hfuEAA,0.0,720,-99.0
a3P4u0000055hfzEAA,0.0,680,1.0
a3P4u0000055hg4EAA,0.0,593,1.0
a3P4u0000055hgEEAQ,-99999.0,222,-99.0
a3P4u0000055hgJEAQ,0.0,615,-99.0
a3P4u0000055hgOEAQ,1.0,699,-99.0
a3P4u0000055hgTEAQ,0.0,690,-99.0
a3P4u0000055hgYEAQ,-99999.0,222,-99.0
a3P4u0000055hh4EAA,2.0,752,-99.0
a3P4u0000055hhyEAA,1.0,689,-99.0
a3P4u0000055hiSEAQ,-99999.0,222,-99.0
a3P4u0000055hiXEAQ,-99999.0,664,1.0
a3P4u0000055hihEAA,0.0,755,1.0
a3P4u0000055himEAA,0.0,695,-99.0
a3P4u0000055hirEAA,0.0,819,3.0
a3P4u0000055hiwEAA,0.0,785,3.0
a3P4u0000055hj1EAA,0.0,686,-99.0
a3P4u0000055hjBEAQ,-99999.0,222,-99.0
a3P4u0000055hjGEAQ,1.0,643,2.0
a3P4u0000055hjLEAQ,0.0,704,-99.0
a3P4u0000055hjVEAQ,0.0,712,0.0
a3P4u0000055hjaEAA,0.0,683,1.0
a3P4u0000055hjfEAA,0.0,622,1.0
a3P4u0000055hjkEAA,-99999.0,222,-99.0
a3P4u0000055hjpEAA,0.0,742,3.0
a3P4u0000055hjuEAA,0.0,742,1.0
a3P4u0000055hjzEAA,0.0,600,1.0
a3P4u0000055hk4EAA,0.0,758,2.0
a3P4u0000055hkEEAQ,0.0,680,-99.0
a3P4u0000055hkJEAQ,0.0,713,-99.0
a3P4u0000055hkYEAQ,1.0,703,2.0
a3P4u0000055hkiEAA,-99999.0,222,-99.0
a3P4u0000055hl7EAA,0.0,766,4.0
a3P4u0000055hlWEAQ,0.0,779,1.0
a3P4u0000055hlgEAA,2.0,654,1.0
a3P4u0000055hlvEAA,0.0,721,-99.0
a3P4u0000055hm0EAA,1.0,830,2.0
a3P4u0000055hmKEAQ,-99999.0,682,1.0
a3P4u0000055hmPEAQ,-99999.0,222,-99.0
a3P4u0000055hmUEAQ,0.0,704,-99.0
a3P4u0000055hmZEAQ,0.0,639,-99.0
a3P4u0000055hmoEAA,0.0,719,-99.0
a3P4u0000055hmtEAA,-99999.0,222,-99.0
a3P4u0000055hn8EAA,1.0,713,-99.0
a3P4u0000055hnIEAQ,0.0,735,3.0
a3P4u0000055hnNEAQ,0.0,709,-99.0
a3P4u0000055hnSEAQ,-99999.0,222,-99.0
a3P4u0000055hnbEAA,0.0,699,-99.0
a3P4u0000055hpfEAA,0.0,736,1.0
a3P4u0000055hppEAA,-99999.0,222,-99.0
a3P4u0000055hpuEAA,0.0,694,-99.0
a3P4u0000055hpzEAA,2.0,708,-99.0
a3P4u0000055hq9EAA,-99999.0,222,-99.0
a3P4u0000055hqEEAQ,0.0,616,1.0
a3P4u0000055hqOEAQ,2.0,569,1.0
a3P4u0000055hqTEAQ,-99999.0,222,-99.0
a3P4u0000055hqdEAA,0.0,700,2.0
a3P4u0000055hqiEAA,-99999.0,222,-99.0
a3P4u0000055hqnEAA,1.0,587,1.0
a3P4u0000055hqsEAA,0.0,699,-99.0
a3P4u0000055hqxEAA,3.0,615,1.0
a3P4u0000055hr7EAA,1.0,641,-99.0
a3P4u0000055hrCEAQ,1.0,717,-99.0
a3P4u0000055hrHEAQ,0.0,692,1.0
a3P4u0000055hrREAQ,0.0,667,-99.0
a3P4u0000055hrWEAQ,0.0,702,-99.0
a3P4u0000055hrgEAA,0.0,696,-99.0
a3P4u0000055hrlEAA,0.0,710,-99.0
a3P4u0000055hrqEAA,0.0,696,-99.0
a3P4u0000055hrvEAA,-99999.0,222,-99.0
a3P4u0000055hsPEAQ,0.0,710,-99.0
a3P4u0000055hsUEAQ,0.0,733,-99.0
a3P4u0000055hsZEAQ,0.0,710,-99.0
a3P4u0000055hsjEAA,0.0,726,1.0
a3P4u0000055hsoEAA,0.0,579,1.0
a3P4u0000055hstEAA,1.0,708,4.0
a3P4u0000055hsyEAA,0.0,682,2.0
a3P4u0000055ht8EAA,0.0,692,-99.0
a3P4u0000055htDEAQ,0.0,720,0.0
a3P4u0000055htIEAQ,0.0,712,0.0
a3P4u0000055htNEAQ,0.0,700,1.0
a3P4u0000055htXEAQ,-99999.0,222,-99.0
a3P4u0000055hthEAA,0.0,617,1.0
a3P4u0000055htrEAA,0.0,708,0.0
a3P4u0000055htwEAA,-99999.0,222,-99.0
a3P4u0000055hu1EAA,0.0,707,1.0
a3P4u0000055hu6EAA,0.0,737,-99.0
a3P4u0000055huGEAQ,0.0,659,-99.0
a3P4u0000055huQEAQ,0.0,670,1.0
a3P4u0000055huVEAQ,0.0,693,1.0
a3P4u0000055huaEAA,-99999.0,222,-99.0
a3P4u0000055hukEAA,0.0,735,1.0
a3P4u0000055hvAEAQ,0.0,690,1.0
a3P4u0000055hvPEAQ,-99999.0,708,1.0
a3P4u0000055hvUEAQ,0.0,688,-99.0
a3P4u0000055hvZEAQ,0.0,703,-99.0
a3P4u0000055hveEAA,-99999.0,222,-99.0
a3P4u0000055hvjEAA,0.0,681,-99.0
a3P4u0000055hvoEAA,-99999.0,222,-99.0
a3P4u0000055hvtEAA,0.0,696,-99.0
a3P4u0000055hvyEAA,2.0,674,1.0
a3P4u0000055hw3EAA,0.0,689,-99.0
a3P4u0000055hw8EAA,-99999.0,222,-99.0
a3P4u0000055hwDEAQ,0.0,703,-99.0
a3P4u0000055hwIEAQ,0.0,777,3.0
a3P4u0000055hwNEAQ,0.0,688,1.0
a3P4u0000055hwXEAQ,0.0,698,1.0
a3P4u0000055hwcEAA,2.0,741,5.0
a3P4u0000055hwhEAA,0.0,702,-99.0
a3P4u0000055hwrEAA,1.0,701,-99.0
a3P4u0000055hwwEAA,0.0,742,2.0
a3P4u0000055hx1EAA,0.0,743,-99.0
a3P4u0000055hxGEAQ,0.0,664,1.0
a3P4u0000055hxQEAQ,-99999.0,222,-99.0
a3P4u0000055hxVEAQ,0.0,758,1.0
a3P4u0000055hxfEAA,0.0,636,-99.0
a3P4u0000055hxkEAA,0.0,618,1.0
a3P4u0000055hxzEAA,0.0,659,1.0
a3P4u0000055hy4EAA,0.0,712,-99.0
a3P4u0000055hy9EAA,3.0,767,3.0
a3P4u0000055hyOEAQ,0.0,715,-99.0
a3P4u0000055hydEAA,0.0,703,-99.0
a3P4u0000055hyiEAA,1.0,574,-99.0
a3P4u0000055hysEAA,0.0,582,0.0
a3P4u0000055hyxEAA,-99999.0,222,-99.0
a3P4u0000055hz2EAA,0.0,680,-99.0
a3P4u0000055hz7EAA,1.0,675,7.0
a3P4u0000055hzCEAQ,3.0,639,1.0
a3P4u0000055hzHEAQ,2.0,596,-99.0
a3P4u0000055hzMEAQ,0.0,684,1.0
a3P4u0000055hzWEAQ,0.0,664,1.0
a3P4u0000055hzrEAA,0.0,646,-99.0
a3P4u0000055hzwEAA,0.0,737,-99.0
a3P4u0000055i01EAA,1.0,740,-99.0
a3P4u0000055i06EAA,-99999.0,222,-99.0
a3P4u0000055i0BEAQ,1.0,745,-99.0
a3P4u0000055i0GEAQ,-99999.0,222,-99.0
a3P4u0000055i0QEAQ,0.0,684,2.0
a3P4u0000055i0aEAA,0.0,736,1.0
a3P4u0000055i0uEAA,-99999.0,222,-99.0
a3P4u0000055i14EAA,1.0,630,-99.0
a3P4u0000055i19EAA,0.0,683,1.0
a3P4u0000055i1EEAQ,0.0,679,-99.0
a3P4u0000055i1OEAQ,0.0,687,-99.0
a3P4u0000055i1YEAQ,0.0,593,-99.0
a3P4u0000055i1iEAA,0.0,740,-99.0
a3P4u0000055i1nEAA,0.0,712,4.0
a3P4u0000055i1sEAA,1.0,714,1.0
a3P4u0000055i1xEAA,0.0,726,-99.0
a3P4u0000055i22EAA,3.0,768,3.0
a3P4u0000055i27EAA,0.0,774,1.0
a3P4u0000055i2CEAQ,0.0,703,-99.0
a3P4u0000055i2HEAQ,-99999.0,222,-99.0
a3P4u0000055i2MEAQ,0.0,704,-99.0
a3P4u0000055i2REAQ,-99999.0,222,-99.0
a3P4u0000055i2bEAA,1.0,643,-99.0
a3P4u0000055i2gEAA,-99999.0,222,-99.0
a3P4u0000055i2qEAA,0.0,710,-99.0
a3P4u0000055i2vEAA,1.0,710,-99.0
a3P4u0000055i30EAA,-99999.0,222,-99.0
a3P4u0000055i3KEAQ,1.0,575,1.0
a3P4u0000055i3ZEAQ,0.0,694,-99.0
a3P4u0000055i3eEAA,0.0,714,-99.0
a3P4u0000055i3jEAA,0.0,664,-99.0
a3P4u0000055i3oEAA,0.0,705,-99.0
a3P4u0000055i3tEAA,0.0,738,-99.0
a3P4u0000055i3yEAA,0.0,658,-99.0
a3P4u0000055i43EAA,-99999.0,222,-99.0
a3P4u0000055i4IEAQ,1.0,667,3.0
a3P4u0000055i4NEAQ,1.0,642,-99.0
a3P4u0000055i4XEAQ,0.0,724,-99.0
a3P4u0000055i4cEAA,-99999.0,222,-99.0
a3P4u0000055i4wEAA,-99999.0,222,-99.0
a3P4u0000055i56EAA,0.0,762,-99.0
a3P4u0000055i5BEAQ,0.0,676,1.0
a3P4u0000055i5GEAQ,0.0,582,0.0
a3P4u0000055i5QEAQ,0.0,678,-99.0
a3P4u0000055i5VEAQ,0.0,696,-99.0
a3P4u0000055i5aEAA,0.0,686,-99.0
a3P4u0000055i5fEAA,1.0,716,1.0
a3P4u0000055i5uEAA,-99999.0,222,-99.0
a3P4u0000055i5zEAA,0.0,673,-99.0
a3P4u0000055i64EAA,1.0,693,1.0
a3P4u0000055i69EAA,0.0,713,-99.0
a3P4u0000055i6JEAQ,0.0,737,-99.0
a3P4u0000055i6iEAA,-99999.0,222,-99.0
a3P4u0000055i6nEAA,0.0,666,-99.0
a3P4u0000055i6sEAA,0.0,594,0.0
a3P4u0000055i6xEAA,-99999.0,222,-99.0
a3P4u0000055i77EAA,1.0,715,-99.0
a3P4u0000055i7CEAQ,0.0,723,1.0
a3P4u0000055i7HEAQ,1.0,704,1.0
a3P4u0000055i7WEAQ,0.0,738,-99.0
a3P4u0000055i7vEAA,0.0,690,-99.0
a3P4u0000055i80EAA,0.0,688,-99.0
a3P4u0000055i8AEAQ,0.0,624,1.0
a3P4u0000055i8UEAQ,0.0,636,-99.0
a3P4u0000055i8eEAA,4.0,631,-99.0
a3P4u0000055i8oEAA,0.0,728,-99.0
a3P4u0000055i8yEAA,-99999.0,222,-99.0
a3P4u0000055i93EAA,2.0,677,4.0
a3P4u0000055i98EAA,2.0,821,0.0
a3P4u0000055i9DEAQ,2.0,743,0.0
a3P4u0000055i9IEAQ,0.0,713,-99.0
a3P4u0000055i9NEAQ,-99999.0,222,-99.0
a3P4u0000055i9SEAQ,0.0,712,-99.0
a3P4u0000055i9XEAQ,-99999.0,222,-99.0
a3P4u0000055i9cEAA,0.0,738,-99.0
a3P4u0000055i9hEAA,-99999.0,222,-99.0
a3P4u0000055i9mEAA,2.0,719,3.0
a3P4u0000055i9rEAA,0.0,720,-99.0
a3P4u0000055i9wEAA,0.0,722,-99.0
a3P4u0000055iA1EAI,0.0,679,0.0
a3P4u0000055iA6EAI,0.0,723,-99.0
a3P4u0000055iABEAY,0.0,631,1.0
a3P4u0000055iAGEAY,0.0,745,1.0
a3P4u0000055iALEAY,0.0,681,1.0
a3P4u0000055iAVEAY,0.0,704,2.0
a3P4u0000055iAaEAI,-99999.0,222,-99.0
a3P4u0000055iApEAI,0.0,673,1.0
a3P4u0000055iAuEAI,2.0,632,-99.0
a3P4u0000055iAzEAI,1.0,722,-99.0
a3P4u0000055iBEEAY,1.0,546,1.0
a3P4u0000055iBJEAY,0.0,753,-99.0
a3P4u0000055iBOEAY,0.0,709,-99.0
a3P4u0000055iBTEAY,0.0,688,-99.0
